District_Name,Year,Species,Catch
Ailort,1991.0,Wild Salmon,7.0
Ailort,1992.0,Wild Salmon,23.0
Ailort,1993.0,Wild Salmon,10.0
Ailort,1994.0,Wild Salmon,20.0
Ailort,1995.0,Wild Salmon,2.0
Ailort,1996.0,Wild Salmon,1.0
Ailort,1997.0,Wild Salmon,6.0
Ailort,1998.0,Wild Salmon,1.0
Ailort,2e3,Wild Salmon,1.0
Ailort,2001.0,Wild Salmon,1.0
Ailort,2002.0,Wild Salmon,6.0
Ailort,2003.0,Wild Salmon,2.0
Ailort,2004.0,Wild Salmon,0.0
Ailort,2005.0,Wild Salmon,3.0
Ailort,2006.0,Wild Salmon,1.0
Ailort,2009.0,Wild Salmon,1.0
Ailort,2010.0,Wild Salmon,0.0
Ailort,2012.0,Wild Salmon,5.0
Aline,1960.0,Wild Salmon,7.0
Aline,1962.0,Wild Salmon,39.0
Aline,1963.0,Wild Salmon,39.0
Aline,1964.0,Wild Salmon,47.0
Aline,1965.0,Wild Salmon,57.0
Aline,1966.0,Wild Salmon,20.0
Aline,1967.0,Wild Salmon,51.0
Aline,1968.0,Wild Salmon,12.0
Aline,1969.0,Wild Salmon,59.0
Aline,1970.0,Wild Salmon,56.0
Aline,1971.0,Wild Salmon,29.0
Aline,1972.0,Wild Salmon,27.0
Aline,1973.0,Wild Salmon,50.0
Aline,1974.0,Wild Salmon,43.0
Aline,1975.0,Wild Salmon,32.0
Aline,1976.0,Wild Salmon,16.0
Aline,1977.0,Wild Salmon,18.0
Aline,1978.0,Wild Salmon,29.0
Aline,1979.0,Wild Salmon,57.0
Aline,1980.0,Wild Salmon,38.0
Aline,1981.0,Wild Salmon,38.0
Aline,1982.0,Wild Salmon,0.0
Aline,1983.0,Wild Salmon,53.0
Aline,1984.0,Wild Salmon,27.0
Aline,1985.0,Wild Salmon,80.0
Aline,1986.0,Wild Salmon,49.0
Aline,1987.0,Wild Salmon,35.0
Aline,1988.0,Wild Salmon,124.0
Aline,1989.0,Wild Salmon,104.0
Aline,1990.0,Wild Salmon,60.0
Aline,1991.0,Wild Salmon,48.0
Aline,1992.0,Wild Salmon,109.0
Aline,1993.0,Wild Salmon,37.0
Aline,1994.0,Wild Salmon,14.0
Aline,1995.0,Wild Salmon,42.0
Aline,1996.0,Wild Salmon,33.0
Aline,1997.0,Wild Salmon,8.0
Aline,1998.0,Wild Salmon,3.0
Aline,1999.0,Wild Salmon,1.0
Aline,2001.0,Wild Salmon,10.0
Aline,2002.0,Wild Salmon,6.0
Aline,2003.0,Wild Salmon,7.0
Aline,2004.0,Wild Salmon,4.0
Aline,2005.0,Wild Salmon,7.0
Aline,2006.0,Wild Salmon,1.0
Aline,2007.0,Wild Salmon,1.0
Aline,2008.0,Wild Salmon,0.0
Aline,2009.0,Wild Salmon,1.0
Aline,2010.0,Wild Salmon,0.0
Aline,2011.0,Wild Salmon,0.0
Aline,2012.0,Wild Salmon,0.0
Alness,1960.0,Wild Salmon,36.0
Alness,1961.0,Wild Salmon,94.0
Alness,1962.0,Wild Salmon,113.0
Alness,1963.0,Wild Salmon,44.0
Alness,1964.0,Wild Salmon,48.0
Alness,1965.0,Wild Salmon,35.0
Alness,1966.0,Wild Salmon,17.0
Alness,1967.0,Wild Salmon,36.0
Alness,1968.0,Wild Salmon,50.0
Alness,1969.0,Wild Salmon,67.0
Alness,1970.0,Wild Salmon,176.0
Alness,1971.0,Wild Salmon,173.0
Alness,1972.0,Wild Salmon,30.0
Alness,1973.0,Wild Salmon,215.0
Alness,1974.0,Wild Salmon,198.0
Alness,1975.0,Wild Salmon,260.0
Alness,1976.0,Wild Salmon,47.0
Alness,1977.0,Wild Salmon,100.0
Alness,1978.0,Wild Salmon,167.0
Alness,1979.0,Wild Salmon,396.0
Alness,1980.0,Wild Salmon,114.0
Alness,1981.0,Wild Salmon,441.0
Alness,1982.0,Wild Salmon,116.0
Alness,1983.0,Wild Salmon,3.0
Alness,1984.0,Wild Salmon,100.0
Alness,1986.0,Wild Salmon,150.0
Alness,1987.0,Wild Salmon,290.0
Alness,1988.0,Wild Salmon,536.0
Alness,1989.0,Wild Salmon,225.0
Alness,1990.0,Wild Salmon,289.0
Alness,1991.0,Wild Salmon,175.0
Alness,1992.0,Wild Salmon,374.0
Alness,1993.0,Wild Salmon,322.0
Alness,1994.0,Wild Salmon,360.0
Alness,1995.0,Wild Salmon,166.0
Alness,1996.0,Wild Salmon,81.0
Alness,1997.0,Wild Salmon,106.0
Alness,1998.0,Wild Salmon,380.0
Alness,1999.0,Wild Salmon,151.0
Alness,2e3,Wild Salmon,184.0
Alness,2001.0,Wild Salmon,242.0
Alness,2002.0,Wild Salmon,87.0
Alness,2003.0,Wild Salmon,104.0
Alness,2004.0,Wild Salmon,149.0
Alness,2005.0,Wild Salmon,97.0
Alness,2006.0,Wild Salmon,43.0
Alness,2007.0,Wild Salmon,77.0
Alness,2008.0,Wild Salmon,72.0
Alness,2009.0,Wild Salmon,71.0
Alness,2010.0,Wild Salmon,72.0
Alness,2011.0,Wild Salmon,45.0
Alness,2012.0,Wild Salmon,52.0
Alness,2013.0,Wild Salmon,31.0
Alness,2014.0,Wild Salmon,22.0
Annan,1960.0,Wild Salmon,745.0
Annan,1961.0,Wild Salmon,607.0
Annan,1962.0,Wild Salmon,473.0
Annan,1963.0,Wild Salmon,899.0
Annan,1964.0,Wild Salmon,636.0
Annan,1965.0,Wild Salmon,559.0
Annan,1966.0,Wild Salmon,591.0
Annan,1967.0,Wild Salmon,519.0
Annan,1968.0,Wild Salmon,287.0
Annan,1969.0,Wild Salmon,169.0
Annan,1970.0,Wild Salmon,325.0
Annan,1971.0,Wild Salmon,259.0
Annan,1972.0,Wild Salmon,310.0
Annan,1973.0,Wild Salmon,231.0
Annan,1974.0,Wild Salmon,307.0
Annan,1975.0,Wild Salmon,581.0
Annan,1976.0,Wild Salmon,535.0
Annan,1977.0,Wild Salmon,492.0
Annan,1978.0,Wild Salmon,393.0
Annan,1979.0,Wild Salmon,641.0
Annan,1980.0,Wild Salmon,664.0
Annan,1981.0,Wild Salmon,1151.0
Annan,1982.0,Wild Salmon,358.0
Annan,1983.0,Wild Salmon,535.0
Annan,1984.0,Wild Salmon,738.0
Annan,1985.0,Wild Salmon,425.0
Annan,1986.0,Wild Salmon,706.0
Annan,1987.0,Wild Salmon,421.0
Annan,1988.0,Wild Salmon,847.0
Annan,1989.0,Wild Salmon,527.0
Annan,1990.0,Wild Salmon,565.0
Annan,1991.0,Wild Salmon,451.0
Annan,1992.0,Wild Salmon,772.0
Annan,1993.0,Wild Salmon,395.0
Annan,1994.0,Wild Salmon,492.0
Annan,1995.0,Wild Salmon,287.0
Annan,1996.0,Wild Salmon,478.0
Annan,1997.0,Wild Salmon,318.0
Annan,1998.0,Wild Salmon,541.0
Annan,1999.0,Wild Salmon,346.0
Annan,2e3,Wild Salmon,444.0
Annan,2001.0,Wild Salmon,83.0
Annan,2002.0,Wild Salmon,393.0
Annan,2003.0,Wild Salmon,80.0
Annan,2004.0,Wild Salmon,675.0
Annan,2005.0,Wild Salmon,556.0
Annan,2006.0,Wild Salmon,507.0
Annan,2007.0,Wild Salmon,419.0
Annan,2008.0,Wild Salmon,676.0
Annan,2009.0,Wild Salmon,515.0
Annan,2010.0,Wild Salmon,326.0
Annan,2011.0,Wild Salmon,570.0
Annan,2012.0,Wild Salmon,392.0
Annan,2013.0,Wild Salmon,137.0
Annan,2014.0,Wild Salmon,80.0
Applecross,1960.0,Wild Salmon,9.0
Applecross,1961.0,Wild Salmon,1.0
Applecross,1962.0,Wild Salmon,24.0
Applecross,1963.0,Wild Salmon,12.0
Applecross,1964.0,Wild Salmon,6.0
Applecross,1965.0,Wild Salmon,13.0
Applecross,1966.0,Wild Salmon,8.0
Applecross,1967.0,Wild Salmon,34.0
Applecross,1968.0,Wild Salmon,9.0
Applecross,1969.0,Wild Salmon,34.0
Applecross,1970.0,Wild Salmon,19.0
Applecross,1971.0,Wild Salmon,18.0
Applecross,1972.0,Wild Salmon,16.0
Applecross,1973.0,Wild Salmon,28.0
Applecross,1974.0,Wild Salmon,15.0
Applecross,1975.0,Wild Salmon,13.0
Applecross,1976.0,Wild Salmon,21.0
Applecross,1977.0,Wild Salmon,29.0
Applecross,1978.0,Wild Salmon,34.0
Applecross,1979.0,Wild Salmon,76.0
Applecross,1980.0,Wild Salmon,24.0
Applecross,1981.0,Wild Salmon,27.0
Applecross,1982.0,Wild Salmon,30.0
Applecross,1983.0,Wild Salmon,49.0
Applecross,1984.0,Wild Salmon,24.0
Applecross,1985.0,Wild Salmon,66.0
Applecross,1986.0,Wild Salmon,0.0
Applecross,1987.0,Wild Salmon,29.0
Applecross,1988.0,Wild Salmon,8.0
Applecross,1989.0,Wild Salmon,22.0
Applecross,1990.0,Wild Salmon,10.0
Applecross,1991.0,Wild Salmon,1.0
Applecross,1997.0,Wild Salmon,5.0
Applecross,2e3,Wild Salmon,0.0
Applecross,2004.0,Wild Salmon,0.0
Applecross,2007.0,Wild Salmon,0.0
Applecross,2010.0,Wild Salmon,1.0
Applecross,2011.0,Wild Salmon,0.0
Arnisdale,1960.0,Wild Salmon,3.0
Arnisdale,1961.0,Wild Salmon,5.0
Arnisdale,1962.0,Wild Salmon,25.0
Arnisdale,1963.0,Wild Salmon,27.0
Arnisdale,1964.0,Wild Salmon,25.0
Arnisdale,1965.0,Wild Salmon,17.0
Arnisdale,1966.0,Wild Salmon,12.0
Arnisdale,1967.0,Wild Salmon,26.0
Arnisdale,1968.0,Wild Salmon,16.0
Arnisdale,1969.0,Wild Salmon,21.0
Arnisdale,1970.0,Wild Salmon,27.0
Arnisdale,1971.0,Wild Salmon,25.0
Arnisdale,1972.0,Wild Salmon,24.0
Arnisdale,1973.0,Wild Salmon,15.0
Arnisdale,1974.0,Wild Salmon,21.0
Arnisdale,1975.0,Wild Salmon,15.0
Arnisdale,1976.0,Wild Salmon,37.0
Arnisdale,1977.0,Wild Salmon,20.0
Arnisdale,1978.0,Wild Salmon,19.0
Arnisdale,1979.0,Wild Salmon,0.0
Arnisdale,1980.0,Wild Salmon,17.0
Arnisdale,1981.0,Wild Salmon,65.0
Arnisdale,1982.0,Wild Salmon,28.0
Arnisdale,1983.0,Wild Salmon,49.0
Arnisdale,1984.0,Wild Salmon,22.0
Arnisdale,1985.0,Wild Salmon,48.0
Arnisdale,1986.0,Wild Salmon,20.0
Arnisdale,1987.0,Wild Salmon,18.0
Arnisdale,1988.0,Wild Salmon,44.0
Arnisdale,1989.0,Wild Salmon,25.0
Arnisdale,1990.0,Wild Salmon,8.0
Arnisdale,1991.0,Wild Salmon,41.0
Arnisdale,1992.0,Wild Salmon,13.0
Arnisdale,1993.0,Wild Salmon,0.0
Arnisdale,1994.0,Wild Salmon,0.0
Arnisdale,1995.0,Wild Salmon,0.0
Arnisdale,1996.0,Wild Salmon,0.0
Arnisdale,1997.0,Wild Salmon,0.0
Arnisdale,1998.0,Wild Salmon,0.0
Arnisdale,1999.0,Wild Salmon,0.0
Arnisdale,2e3,Wild Salmon,1.0
Arnisdale,2001.0,Wild Salmon,0.0
Arnisdale,2002.0,Wild Salmon,0.0
Arnisdale,2003.0,Wild Salmon,0.0
Arnisdale,2004.0,Wild Salmon,0.0
Arnisdale,2005.0,Wild Salmon,1.0
Arnisdale,2006.0,Wild Salmon,0.0
Arnisdale,2007.0,Wild Salmon,0.0
Arnisdale,2008.0,Wild Salmon,0.0
Arnisdale,2009.0,Wild Salmon,2.0
Arnisdale,2010.0,Wild Salmon,0.0
Arnisdale,2011.0,Wild Salmon,3.0
Arnisdale,2012.0,Wild Salmon,2.0
Arnisdale,2013.0,Wild Salmon,0.0
Arnisdale,2014.0,Wild Salmon,0.0
Awe,1960.0,Wild Salmon,376.0
Awe,1961.0,Wild Salmon,497.0
Awe,1962.0,Wild Salmon,1144.0
Awe,1963.0,Wild Salmon,699.0
Awe,1964.0,Wild Salmon,596.0
Awe,1965.0,Wild Salmon,761.0
Awe,1966.0,Wild Salmon,580.0
Awe,1967.0,Wild Salmon,726.0
Awe,1968.0,Wild Salmon,559.0
Awe,1969.0,Wild Salmon,410.0
Awe,1970.0,Wild Salmon,436.0
Awe,1971.0,Wild Salmon,545.0
Awe,1972.0,Wild Salmon,484.0
Awe,1973.0,Wild Salmon,386.0
Awe,1974.0,Wild Salmon,448.0
Awe,1975.0,Wild Salmon,511.0
Awe,1976.0,Wild Salmon,825.0
Awe,1977.0,Wild Salmon,345.0
Awe,1978.0,Wild Salmon,289.0
Awe,1979.0,Wild Salmon,436.0
Awe,1980.0,Wild Salmon,318.0
Awe,1981.0,Wild Salmon,662.0
Awe,1982.0,Wild Salmon,532.0
Awe,1983.0,Wild Salmon,549.0
Awe,1984.0,Wild Salmon,342.0
Awe,1985.0,Wild Salmon,687.0
Awe,1986.0,Wild Salmon,858.0
Awe,1987.0,Wild Salmon,423.0
Awe,1988.0,Wild Salmon,843.0
Awe,1989.0,Wild Salmon,753.0
Awe,1990.0,Wild Salmon,288.0
Awe,1991.0,Wild Salmon,309.0
Awe,1992.0,Wild Salmon,447.0
Awe,1993.0,Wild Salmon,243.0
Awe,1994.0,Wild Salmon,141.0
Awe,1995.0,Wild Salmon,204.0
Awe,1996.0,Wild Salmon,142.0
Awe,1997.0,Wild Salmon,88.0
Awe,1998.0,Wild Salmon,67.0
Awe,1999.0,Wild Salmon,3.0
Awe,2e3,Wild Salmon,21.0
Awe,2001.0,Wild Salmon,62.0
Awe,2002.0,Wild Salmon,44.0
Awe,2003.0,Wild Salmon,38.0
Awe,2004.0,Wild Salmon,46.0
Awe,2005.0,Wild Salmon,85.0
Awe,2006.0,Wild Salmon,45.0
Awe,2007.0,Wild Salmon,38.0
Awe,2008.0,Wild Salmon,17.0
Awe,2009.0,Wild Salmon,2.0
Awe,2010.0,Wild Salmon,6.0
Awe,2011.0,Wild Salmon,24.0
Awe,2012.0,Wild Salmon,26.0
Awe,2013.0,Wild Salmon,17.0
Awe,2014.0,Wild Salmon,11.0
Ayr,1960.0,Wild Salmon,50.0
Ayr,1961.0,Wild Salmon,257.0
Ayr,1962.0,Wild Salmon,348.0
Ayr,1963.0,Wild Salmon,185.0
Ayr,1964.0,Wild Salmon,203.0
Ayr,1965.0,Wild Salmon,318.0
Ayr,1966.0,Wild Salmon,483.0
Ayr,1967.0,Wild Salmon,285.0
Ayr,1968.0,Wild Salmon,147.0
Ayr,1969.0,Wild Salmon,183.0
Ayr,1970.0,Wild Salmon,327.0
Ayr,1971.0,Wild Salmon,155.0
Ayr,1972.0,Wild Salmon,24.0
Ayr,1973.0,Wild Salmon,156.0
Ayr,1974.0,Wild Salmon,232.0
Ayr,1975.0,Wild Salmon,147.0
Ayr,1976.0,Wild Salmon,87.0
Ayr,1977.0,Wild Salmon,70.0
Ayr,1978.0,Wild Salmon,360.0
Ayr,1979.0,Wild Salmon,594.0
Ayr,1980.0,Wild Salmon,313.0
Ayr,1981.0,Wild Salmon,187.0
Ayr,1982.0,Wild Salmon,163.0
Ayr,1983.0,Wild Salmon,145.0
Ayr,1984.0,Wild Salmon,38.0
Ayr,1985.0,Wild Salmon,141.0
Ayr,1986.0,Wild Salmon,84.0
Ayr,1987.0,Wild Salmon,116.0
Ayr,1988.0,Wild Salmon,228.0
Ayr,1989.0,Wild Salmon,236.0
Ayr,1990.0,Wild Salmon,267.0
Ayr,1991.0,Wild Salmon,165.0
Ayr,1992.0,Wild Salmon,177.0
Ayr,1993.0,Wild Salmon,344.0
Ayr,1994.0,Wild Salmon,402.0
Ayr,1995.0,Wild Salmon,200.0
Ayr,1996.0,Wild Salmon,151.0
Ayr,1997.0,Wild Salmon,122.0
Ayr,1998.0,Wild Salmon,308.0
Ayr,1999.0,Wild Salmon,197.0
Ayr,2e3,Wild Salmon,494.0
Ayr,2001.0,Wild Salmon,479.0
Ayr,2002.0,Wild Salmon,360.0
Ayr,2003.0,Wild Salmon,141.0
Ayr,2004.0,Wild Salmon,552.0
Ayr,2005.0,Wild Salmon,494.0
Ayr,2006.0,Wild Salmon,383.0
Ayr,2007.0,Wild Salmon,445.0
Ayr,2008.0,Wild Salmon,348.0
Ayr,2009.0,Wild Salmon,386.0
Ayr,2010.0,Wild Salmon,289.0
Ayr,2011.0,Wild Salmon,306.0
Ayr,2012.0,Wild Salmon,224.0
Ayr,2013.0,Wild Salmon,189.0
Ayr,2014.0,Wild Salmon,95.0
Baa,1960.0,Wild Salmon,0.0
Baa,1961.0,Wild Salmon,27.0
Baa,1962.0,Wild Salmon,19.0
Baa,1963.0,Wild Salmon,50.0
Baa,1964.0,Wild Salmon,50.0
Baa,1965.0,Wild Salmon,17.0
Baa,1966.0,Wild Salmon,28.0
Baa,1967.0,Wild Salmon,44.0
Baa,1968.0,Wild Salmon,17.0
Baa,1969.0,Wild Salmon,45.0
Baa,1970.0,Wild Salmon,20.0
Baa,1971.0,Wild Salmon,33.0
Baa,1972.0,Wild Salmon,36.0
Baa,1973.0,Wild Salmon,19.0
Baa,1974.0,Wild Salmon,12.0
Baa,1975.0,Wild Salmon,28.0
Baa,1976.0,Wild Salmon,9.0
Baa,1977.0,Wild Salmon,69.0
Baa,1978.0,Wild Salmon,32.0
Baa,1979.0,Wild Salmon,30.0
Baa,1980.0,Wild Salmon,26.0
Baa,1981.0,Wild Salmon,31.0
Baa,1982.0,Wild Salmon,23.0
Baa,1983.0,Wild Salmon,32.0
Baa,1984.0,Wild Salmon,21.0
Baa,1985.0,Wild Salmon,51.0
Baa,1986.0,Wild Salmon,51.0
Baa,1987.0,Wild Salmon,114.0
Baa,1988.0,Wild Salmon,202.0
Baa,1989.0,Wild Salmon,33.0
Baa,1990.0,Wild Salmon,15.0
Baa,1991.0,Wild Salmon,24.0
Baa,1992.0,Wild Salmon,116.0
Baa,1993.0,Wild Salmon,105.0
Baa,1994.0,Wild Salmon,37.0
Baa,1995.0,Wild Salmon,63.0
Baa,1996.0,Wild Salmon,36.0
Baa,1997.0,Wild Salmon,22.0
Baa,1998.0,Wild Salmon,28.0
Baa,1999.0,Wild Salmon,18.0
Baa,2e3,Wild Salmon,34.0
Baa,2001.0,Wild Salmon,32.0
Baa,2002.0,Wild Salmon,33.0
Baa,2003.0,Wild Salmon,26.0
Baa,2004.0,Wild Salmon,17.0
Baa,2005.0,Wild Salmon,9.0
Baa,2006.0,Wild Salmon,18.0
Baa,2007.0,Wild Salmon,22.0
Baa,2008.0,Wild Salmon,26.0
Baa,2009.0,Wild Salmon,25.0
Baa,2010.0,Wild Salmon,27.0
Baa,2011.0,Wild Salmon,15.0
Baa,2012.0,Wild Salmon,31.0
Baa,2013.0,Wild Salmon,22.0
Baa,2014.0,Wild Salmon,16.0
Badachro,1960.0,Wild Salmon,4.0
Badachro,1961.0,Wild Salmon,9.0
Badachro,1962.0,Wild Salmon,8.0
Badachro,1963.0,Wild Salmon,35.0
Badachro,1964.0,Wild Salmon,37.0
Badachro,1965.0,Wild Salmon,26.0
Badachro,1966.0,Wild Salmon,29.0
Badachro,1969.0,Wild Salmon,41.0
Badachro,1970.0,Wild Salmon,54.0
Badachro,1971.0,Wild Salmon,32.0
Badachro,1972.0,Wild Salmon,31.0
Badachro,1973.0,Wild Salmon,48.0
Badachro,1974.0,Wild Salmon,23.0
Badachro,1975.0,Wild Salmon,17.0
Badachro,1976.0,Wild Salmon,25.0
Badachro,1977.0,Wild Salmon,33.0
Badachro,1978.0,Wild Salmon,38.0
Badachro,1979.0,Wild Salmon,30.0
Badachro,1980.0,Wild Salmon,10.0
Badachro,1981.0,Wild Salmon,35.0
Badachro,1982.0,Wild Salmon,2.0
Badachro,1983.0,Wild Salmon,29.0
Badachro,1984.0,Wild Salmon,19.0
Badachro,1985.0,Wild Salmon,22.0
Badachro,1986.0,Wild Salmon,7.0
Badachro,1987.0,Wild Salmon,19.0
Badachro,1988.0,Wild Salmon,15.0
Badachro,1989.0,Wild Salmon,26.0
Badachro,1990.0,Wild Salmon,13.0
Badachro,1991.0,Wild Salmon,25.0
Badachro,1992.0,Wild Salmon,25.0
Badachro,1993.0,Wild Salmon,63.0
Badachro,1994.0,Wild Salmon,15.0
Badachro,1995.0,Wild Salmon,9.0
Badachro,1996.0,Wild Salmon,9.0
Badachro,1997.0,Wild Salmon,6.0
Badachro,1998.0,Wild Salmon,5.0
Badachro,1999.0,Wild Salmon,2.0
Badachro,2001.0,Wild Salmon,7.0
Badachro,2002.0,Wild Salmon,1.0
Badachro,2006.0,Wild Salmon,0.0
Badachro,2007.0,Wild Salmon,2.0
Badachro,2008.0,Wild Salmon,3.0
Badachro,2009.0,Wild Salmon,2.0
Badachro,2010.0,Wild Salmon,6.0
Badachro,2011.0,Wild Salmon,7.0
Badachro,2012.0,Wild Salmon,9.0
Balgay,1960.0,Wild Salmon,5.0
Balgay,1961.0,Wild Salmon,42.0
Balgay,1962.0,Wild Salmon,67.0
Balgay,1965.0,Wild Salmon,7.0
Balgay,1967.0,Wild Salmon,40.0
Balgay,1968.0,Wild Salmon,11.0
Balgay,1969.0,Wild Salmon,15.0
Balgay,1971.0,Wild Salmon,8.0
Balgay,1972.0,Wild Salmon,114.0
Balgay,1973.0,Wild Salmon,29.0
Balgay,1980.0,Wild Salmon,17.0
Balgay,1981.0,Wild Salmon,19.0
Balgay,1983.0,Wild Salmon,20.0
Balgay,1984.0,Wild Salmon,21.0
Balgay,1985.0,Wild Salmon,28.0
Balgay,1986.0,Wild Salmon,91.0
Balgay,1987.0,Wild Salmon,41.0
Balgay,1988.0,Wild Salmon,30.0
Balgay,1989.0,Wild Salmon,12.0
Balgay,1990.0,Wild Salmon,6.0
Balgay,1991.0,Wild Salmon,4.0
Balgay,1992.0,Wild Salmon,5.0
Balgay,1993.0,Wild Salmon,13.0
Balgay,1994.0,Wild Salmon,30.0
Balgay,1995.0,Wild Salmon,2.0
Balgay,1996.0,Wild Salmon,5.0
Balgay,1997.0,Wild Salmon,0.0
Balgay,1998.0,Wild Salmon,6.0
Balgay,1999.0,Wild Salmon,4.0
Balgay,2e3,Wild Salmon,0.0
Balgay,2001.0,Wild Salmon,0.0
Balgay,2002.0,Wild Salmon,0.0
Balgay,2003.0,Wild Salmon,2.0
Balgay,2004.0,Wild Salmon,0.0
Balgay,2005.0,Wild Salmon,4.0
Balgay,2006.0,Wild Salmon,3.0
Balgay,2007.0,Wild Salmon,0.0
Balgay,2008.0,Wild Salmon,7.0
Balgay,2009.0,Wild Salmon,0.0
Balgay,2010.0,Wild Salmon,2.0
Balgay,2011.0,Wild Salmon,2.0
Balgay,2012.0,Wild Salmon,1.0
Balgay,2013.0,Wild Salmon,0.0
Balgay,2014.0,Wild Salmon,0.0
Beauly,1960.0,Wild Salmon,562.0
Beauly,1961.0,Wild Salmon,324.0
Beauly,1962.0,Wild Salmon,506.0
Beauly,1963.0,Wild Salmon,346.0
Beauly,1964.0,Wild Salmon,1161.0
Beauly,1965.0,Wild Salmon,1268.0
Beauly,1966.0,Wild Salmon,311.0
Beauly,1967.0,Wild Salmon,973.0
Beauly,1968.0,Wild Salmon,287.0
Beauly,1969.0,Wild Salmon,593.0
Beauly,1970.0,Wild Salmon,594.0
Beauly,1971.0,Wild Salmon,550.0
Beauly,1972.0,Wild Salmon,413.0
Beauly,1973.0,Wild Salmon,587.0
Beauly,1974.0,Wild Salmon,429.0
Beauly,1975.0,Wild Salmon,872.0
Beauly,1976.0,Wild Salmon,508.0
Beauly,1977.0,Wild Salmon,717.0
Beauly,1978.0,Wild Salmon,896.0
Beauly,1979.0,Wild Salmon,1151.0
Beauly,1980.0,Wild Salmon,633.0
Beauly,1981.0,Wild Salmon,921.0
Beauly,1982.0,Wild Salmon,779.0
Beauly,1983.0,Wild Salmon,800.0
Beauly,1984.0,Wild Salmon,777.0
Beauly,1985.0,Wild Salmon,1134.0
Beauly,1986.0,Wild Salmon,785.0
Beauly,1987.0,Wild Salmon,874.0
Beauly,1988.0,Wild Salmon,1148.0
Beauly,1989.0,Wild Salmon,968.0
Beauly,1990.0,Wild Salmon,415.0
Beauly,1991.0,Wild Salmon,305.0
Beauly,1992.0,Wild Salmon,564.0
Beauly,1993.0,Wild Salmon,261.0
Beauly,1994.0,Wild Salmon,486.0
Beauly,1995.0,Wild Salmon,812.0
Beauly,1996.0,Wild Salmon,447.0
Beauly,1997.0,Wild Salmon,232.0
